,author1,author2
4236,刘鸣,张宝刚
4237,马剑,张宝刚
4238,杜钦,侯颖
4239,杜钦,王开运
4240,杜钦,张超
4241,侯颖,王开运
4242,侯颖,张超
4243,王开运,张超
4244,邹军,郑文含
4245,邹军,姚秀利
4246,郑文含,姚秀利
4247,周凌,赵民
4248,焦怡雪,尹强
4249,沈磊,赵国裕
4250,沈磊,姚瑛
4251,赵国裕,姚瑛
4252,林红,李军
4253,丛艳国,魏立华
4254,杨永春,乔林凰
4255,杨永春,侯利
4256,乔林凰,侯利
4257,杨建军,陈锋义
4258,李江,贺传皎
4259,苏经宇,马东辉
4260,苏经宇,王志涛
4261,马东辉,王志涛
4262,张波,谢燮
4263,张波,刘江涛
4264,谢燮,刘江涛
4265,程建林,艾春玲
4266,韦亚平,赵民
4267,高宜程,申玉铭
4268,高宜程,王茂军
4269,高宜程,刘希胜
4270,申玉铭,王茂军
4271,申玉铭,刘希胜
4272,王茂军,刘希胜
4273,冷红,袁青
4274,房艳刚,刘继生
4275,朱嘉广,李楠
4276,朱嘉广,吴克捷
4277,李楠,吴克捷
4278,胡晓鸣,刘丹
4279,胡晓鸣,翁芳玲
4280,刘丹,翁芳玲
4281,陈建萍,颜强
4282,袁锦富,徐海贤
4283,袁锦富,卢雨田
4284,袁锦富,汤春峰
4285,徐海贤,卢雨田
4286,徐海贤,汤春峰
4287,卢雨田,汤春峰
4288,刘宇红,梅耀林
4289,刘宇红,陈翀
4290,梅耀林,陈翀
4291,曹国华,黄富民
4292,黄富民,朱建国
4293,黄富民,黄咏洲
4294,朱建国,黄咏洲
4295,徐涵,李枝坚
4296,徐涵,姚江春
4297,徐涵,程红宁
4298,李枝坚,姚江春
4299,李枝坚,程红宁
4300,姚江春,程红宁
4301,白劲宇,赵晔
4302,何子张,李渊
4303,朱查松,张京祥
4304,杨俊宴,吴明伟
4305,张泉,张鑑
4306,张泉,赵毅
4307,张鑑,赵毅
4308,邱建,江俊浩
4309,邱建,贾刘强
4310,江俊浩,贾刘强
4311,李浩,马克尼
4312,黄莉,宋劲松
4313,汪劲柏,赵民
4314,王天青,宿天彬
4315,王天青,马培娟
4316,宿天彬,马培娟
4317,陈鹰,叶持跃
4318,张军民,冀晶娟
4319,孙施文,董轶群
4320,郭旭,郭恩章
4321,郭旭,陈旸
4322,郭恩章,陈旸
4323,陈秀欣,冯健
4324,董贺轩,卢济威
4325,余颖,唐劲峰
4326,周岚,叶斌
4327,周岚,徐明尧
4328,叶斌,徐明尧
4329,韦冬,程蓉
4330,张杰,刘岩
4331,张杰,霍晓卫
4332,刘岩,霍晓卫
4333,郭亮,贺慧
4334,万霞,陈峻
4335,万霞,王炜
4336,陈峻,王炜
4337,刘贤腾,沈青
4338,刘贤腾,朱丽
4339,沈青,朱丽
4340,林寿清,洪庄敏
4341,张阳,林澎
4342,张阳,邢琰
4343,张阳,董淑秋
4344,林澎,邢琰
4345,林澎,董淑秋
4346,邢琰,董淑秋
4347,雷诚,赵民
4348,段进,戴德胜
4349,刘佳燕,陈振华
4350,刘佳燕,王鹏
4351,刘佳燕,王健
4352,陈振华,王鹏
4353,陈振华,王健
4354,王鹏,王健
4355,张安,闫刚
4356,张安,谢瑞欣
4357,张安,张柳栩
4358,闫刚,谢瑞欣
4359,闫刚,张柳栩
4360,谢瑞欣,张柳栩
4361,罗仁朝,王德
4362,吴晓,吴明伟
4363,彭小雷,苏洁琼
4364,彭小雷,焦怡雪
4365,彭小雷,王磊
4366,彭小雷,徐超平
4367,苏洁琼,焦怡雪
4368,苏洁琼,王磊
4369,苏洁琼,徐超平
4370,焦怡雪,王磊
4371,焦怡雪,徐超平
4372,王磊,徐超平
4373,陈有川,韩青
4374,卢济威,于奕
4375,唐燕,吴唯佳
4376,杨俊宴,王建国
4377,杨俊宴,阳建强
4378,杨俊宴,费移山
4379,王建国,阳建强
4380,王建国,费移山
4381,阳建强,费移山
4382,叶伟华,赵勇伟
4383,魏薇,秦洛峰
4384,季友说,周开红
4385,季友说,王玉芹
4386,季友说,盛亚民
4387,季友说,王媛媛
4388,周开红,王玉芹
4389,周开红,盛亚民
4390,周开红,王媛媛
4391,王玉芹,盛亚民
4392,王玉芹,王媛媛
4393,盛亚民,王媛媛
4394,张照,王德
4395,王纪武,李王鸣
4396,张浪,李静
4397,张浪,傅莉
4398,李静,傅莉
4399,熊文,陈小鸿
4400,周庆华,雷会霞
4401,周庆华,陈晓键
4402,雷会霞,陈晓键
4403,林伟鹏,闫整
4404,黄明华,郑晓伟
4405,雷会霞,陈晓键
4406,吴锋,李祥平
4407,吴锋,谢莉莉
4408,李祥平,谢莉莉
4409,吴左宾,黄嘉颖
4410,于一凡,李继军
4411,于一凡,郭建强
4412,李继军,郭建强
4413,张国华,李凌岚
4414,吴晓勤,高冰松
4415,吴晓勤,汪坚强
4416,高冰松,汪坚强
4417,魏立华,刘玉亭
4418,唐晓莲,魏清泉
4419,朱力,潘哲
4420,朱力,徐会夫
4421,朱力,刘成哲
4422,潘哲,徐会夫
4423,潘哲,刘成哲
4424,徐会夫,刘成哲
4425,王昊,龙慧
4426,陈振羽,朱子瑜
4427,孙娟,蔡震
4428,王瑛,蒋丕彦
4429,王瑛,夏天
4430,蒋丕彦,夏天
4431,吕晓蓓,赵若焱
4432,桂萍,孔彦鸿
4433,桂萍,刘广奇
4434,桂萍,莫罹
4435,桂萍,王巍巍
4436,孔彦鸿,刘广奇
4437,孔彦鸿,莫罹
4438,孔彦鸿,王巍巍
4439,刘广奇,莫罹
4440,刘广奇,王巍巍
4441,莫罹,王巍巍
4442,赵一新,曾小明
4443,周剑云,戚冬瑾
4444,李东泉,周一星
4445,孙秀峰,屠泳博
4446,孙秀峰,陆元晶
4447,屠泳博,陆元晶
4448,熊侠仙,严玲
4449,陶特立,黄勇
4450,陶特立,邱桃东
4451,黄勇,邱桃东
4452,阮并晶,张绍良
4453,阮并晶,恽如伟
4454,阮并晶,马诚超
4455,张绍良,恽如伟
4456,张绍良,马诚超
4457,恽如伟,马诚超
4458,黄叶君,谢正观
4459,彭震伟,陆嘉
4460,王士兰,游宏滔
4461,王士兰,徐国良
4462,游宏滔,徐国良
4463,缪敏,汪运志
4464,缪敏,吕道锋
4465,缪敏,张旻
4466,汪运志,吕道锋
4467,汪运志,张旻
4468,吕道锋,张旻
4469,陈白磊,齐同军
4470,耿宏兵,刘剑
4471,杜钦,巩晋楠
4472,杜钦,王开运
4473,杜钦,张超
4474,巩晋楠,王开运
4475,巩晋楠,张超
4476,王开运,张超
4477,游宏滔,吕敏
4478,洪世键,张京祥
4479,楚建群,董黎明
4480,陈锦富,余柏椿
4481,陈锦富,黄亚平
4482,陈锦富,任绍斌
4483,陈锦富,陈征帆
4484,陈锦富,岳登峰
4485,余柏椿,黄亚平
4486,余柏椿,任绍斌
4487,余柏椿,陈征帆
4488,余柏椿,岳登峰
4489,黄亚平,任绍斌
4490,黄亚平,陈征帆
4491,黄亚平,岳登峰
4492,任绍斌,陈征帆
4493,任绍斌,岳登峰
4494,陈征帆,岳登峰
4495,王骏,张照
4496,李金路,王磐岩
4497,李金路,贾建中
4498,李金路,唐进群
4499,李金路,周雄
4500,李金路,韩笑
4501,王磐岩,贾建中
4502,王磐岩,唐进群
4503,王磐岩,周雄
4504,王磐岩,韩笑
4505,贾建中,唐进群
4506,贾建中,周雄
4507,贾建中,韩笑
4508,唐进群,周雄
4509,唐进群,韩笑
4510,周雄,韩笑
4511,刘李峰,牛大刚
4512,谭立峰,张玉坤
4513,谭立峰,辛同升
4514,张玉坤,辛同升
4515,陈竹,叶珉
4516,孙斌栋,吴雅菲
4517,刘生军,于英
4518,刘生军,徐苏宁
4519,于英,徐苏宁
4520,张杰,庞骏
4521,刘锋,刘贤腾
4522,刘锋,余忠
4523,刘贤腾,余忠
4524,钮心毅,宋小冬
4525,钮心毅,谭迎辉
4526,钮心毅,刘世伟
4527,宋小冬,谭迎辉
4528,宋小冬,刘世伟
4529,谭迎辉,刘世伟
4530,邱建,蒋蓉
4531,齐峰,冒晨
4532,何梅,汪云
4533,高中岗,张兵
4534,方煜,杨律信
4535,方煜,李鑫
4536,方煜,陈媛媛
4537,杨律信,李鑫
4538,杨律信,陈媛媛
4539,李鑫,陈媛媛
4540,何韶瑶,马燕玲
4541,何韶瑶,夏博
4542,马燕玲,夏博
4543,陈苏柳,刘生军
4544,陈苏柳,徐苏宁
4545,刘生军,徐苏宁
4546,张泉,叶兴平
4547,吴一洲,陈前虎
4548,吴一洲,吴次芳
4549,陈前虎,吴次芳
4550,金涛,林文棋
4551,李肇娥,赵海春
4552,李肇娥,李铜英
4553,赵海春,李铜英
4554,史怀昱,姚卓
4555,史怀昱,杨琦
4556,姚卓,杨琦
4557,樊尚新,王莉莉
4558,樊尚新,秦社芳
4559,樊尚新,刘生鑫
4560,樊尚新,郝升伟
4561,王莉莉,秦社芳
4562,王莉莉,刘生鑫
4563,王莉莉,郝升伟
4564,秦社芳,刘生鑫
4565,秦社芳,郝升伟
4566,刘生鑫,郝升伟
4567,潘海啸,姚胜永
4568,潘海啸,卢源
4569,姚胜永,卢源
4570,于英,陈苏柳
4571,于英,徐苏宁
4572,陈苏柳,徐苏宁
4573,王德,朱玮
4574,王德,黄万枢
4575,王德,马力
4576,王德,郭洁
4577,王德,农耘之
4578,朱玮,黄万枢
4579,朱玮,马力
4580,朱玮,郭洁
4581,朱玮,农耘之
4582,黄万枢,马力
4583,黄万枢,郭洁
4584,黄万枢,农耘之
4585,马力,郭洁
4586,马力,农耘之
4587,郭洁,农耘之
4588,陈峻,张辉
4589,陈双,赵万民
4590,陈双,胡思润
4591,赵万民,胡思润
4592,于一凡,田达睿
4593,刘奇志,宋中英
4594,刘奇志,商渝
4595,宋中英,商渝
4596,吴之凌,胡晓玲
4597,闵雷,黄焕
4598,吴远翔,吕飞
4599,吴远翔,于英
4600,吴远翔,徐苏宁
4601,吕飞,于英
4602,吕飞,徐苏宁
4603,于英,徐苏宁
4604,陈仲光,徐建刚
4605,陈仲光,蒋海兵
4606,徐建刚,蒋海兵
4607,赵民,乐芸
4608,张蔚文,何良将
4609,曹康,王晖
4610,杨新海,殷辉礼
4611,黄瑛,张伟
4612,戴林琳,吕斌
4613,戴林琳,盖世杰
4614,吕斌,盖世杰
4615,吕飞,郭恩章
4616,吕飞,徐苏宁
4617,郭恩章,徐苏宁
4618,陈锦富,任丽娟
4619,陈锦富,徐小磊
4620,陈锦富,李新延
4621,任丽娟,徐小磊
4622,任丽娟,李新延
4623,徐小磊,李新延
4624,沈清基,徐溯源
4625,陈荣,钱德福
4626,陈荣,李启军
4627,钱德福,李启军
4628,曲国辉,赵志庆
4629,曲国辉,李罕哲
4630,曲国辉,徐苏宁
4631,赵志庆,李罕哲
4632,赵志庆,徐苏宁
4633,李罕哲,徐苏宁
4634,盛鸣,黄咏梅
4635,盛鸣,乔建平
4636,黄咏梅,乔建平
4637,张晓春,林群
4638,张晓春,田锋
4639,林群,田锋
4640,易千枫,徐强
4641,易千枫,项志远
4642,徐强,项志远
4643,张泉,袁锦富
4644,张泉,胡海波
4645,袁锦富,胡海波
4646,车乐,邓小兵
4647,周素红,闫小培
4648,覃继牧,易峥
4649,覃继牧,何波
4650,覃继牧,曹春霞
4651,易峥,何波
4652,易峥,曹春霞
4653,何波,曹春霞
4654,彭瑶玲,邱强
4655,何波,刘利
4656,何波,黄文昌
4657,刘利,黄文昌
4658,张玉芳,邢天河
4659,黄锰,蔡新冬
4660,黄锰,李光皓
4661,黄锰,张磊
4662,蔡新冬,李光皓
4663,蔡新冬,张磊
4664,李光皓,张磊
4665,杨保军,王飞
4666,周岚,张京祥
4667,耿慧志,沈丹凤
4668,朱颖,王浩
4669,朱颖,昝少平
4670,朱颖,王小东
4671,王浩,昝少平
4672,王浩,王小东
4673,昝少平,王小东
4674,杨靖,张嵩
4675,杨靖,汪冬宁
4676,张嵩,汪冬宁
4677,刘冰冰,杨晓春
4678,刘冰冰,朱震龙
4679,杨晓春,朱震龙
4680,王玉洁,李金路
4681,王玉洁,白羽
4682,王玉洁,裴文洋
4683,王玉洁,王作鹏
4684,李金路,白羽
4685,李金路,裴文洋
4686,李金路,王作鹏
4687,白羽,裴文洋
4688,白羽,王作鹏
4689,裴文洋,王作鹏
4690,艾亚玮,刘爱华
4691,杨俊宴,谭瑛
4692,杨俊宴,吴明伟
4693,谭瑛,吴明伟
4694,陈勇,黄幼朴
4695,陈勇,陈伟明
4696,陈勇,胡庆钢
4697,陈勇,倪明
4698,黄幼朴,陈伟明
4699,黄幼朴,胡庆钢
4700,黄幼朴,倪明
4701,陈伟明,胡庆钢
4702,陈伟明,倪明
4703,胡庆钢,倪明
4704,樊杰,陶岸君
4705,樊杰,梁育填
4706,樊杰,陈小良
4707,樊杰,张有坤
4708,陶岸君,梁育填
4709,陶岸君,陈小良
4710,陶岸君,张有坤
4711,梁育填,陈小良
4712,梁育填,张有坤
4713,陈小良,张有坤
4714,洪田芬,杨毅栋
4715,梁伟,段进宇
4716,陈为邦,潘斌
4717,杨保军,王文彤
4718,孙安军,潘斌
4719,梁鹤年,吴国玺
4720,梁鹤年,牛雄
4721,梁鹤年,段汉明
4722,梁鹤年,颜文涛
4723,梁鹤年,魏皓严
4724,梁鹤年,陈芳
4725,吴国玺,牛雄
4726,吴国玺,段汉明
4727,吴国玺,颜文涛
4728,吴国玺,魏皓严
4729,吴国玺,陈芳
4730,牛雄,段汉明
4731,牛雄,颜文涛
4732,牛雄,魏皓严
4733,牛雄,陈芳
4734,段汉明,颜文涛
4735,段汉明,魏皓严
4736,段汉明,陈芳
4737,颜文涛,魏皓严
4738,颜文涛,陈芳
4739,魏皓严,陈芳
4740,扈万泰,胡海
4741,扈万泰,姜涛
4742,胡海,姜涛
4743,邱建林,苏自立
4744,邱建林,卢涛
4745,邱建林,谢力
4746,苏自立,卢涛
4747,苏自立,谢力
4748,卢涛,谢力
4749,李和平,张睿
4750,李和平,严爱琼
4751,李和平,王鹏
4752,张睿,严爱琼
4753,张睿,王鹏
4754,严爱琼,王鹏
4755,余颖,宋智
4756,王法成,范颖
4757,王法成,余颖
4758,范颖,余颖
4759,沈俊超,齐立博
4760,张泉,叶兴平
4761,张泉,陈国伟
4762,叶兴平,陈国伟
4763,俞孔坚,王思思
4764,俞孔坚,李迪华
4765,俞孔坚,乔青
4766,王思思,李迪华
4767,王思思,乔青
4768,李迪华,乔青
4769,郭斌,任志远
4770,叶斌,王耀南
4771,叶斌,郑晓华
4772,叶斌,陶德凯
4773,王耀南,郑晓华
4774,王耀南,陶德凯
4775,郑晓华,陶德凯
4776,魏立华,刘玉亭
4777,魏立华,黎斌
4778,刘玉亭,黎斌
4779,洪亘伟,刘志强
4780,星野敏,王雷
4781,于一丁,胡跃平
4782,汪昭兵,杨永春
4783,汪昭兵,杨晓娟
4784,汪昭兵,杨永民
4785,杨永春,杨晓娟
4786,杨永春,杨永民
4787,杨晓娟,杨永民
4788,李素英,王计平
4789,徐龙,陈曦
4790,徐龙,陈进红
4791,陈曦,陈进红
4792,曹力维,易峥
4793,曹力维,何波
4794,易峥,何波
4795,顾京涛,黄少宏
4796,邰学东,陈勇
4797,邰学东,崔宝义
4798,邰学东,刘溪
4799,陈勇,崔宝义
4800,陈勇,刘溪
4801,崔宝义,刘溪
4802,王东,吕传廷
4803,王东,黎云
4804,王东,吴超
4805,王东,严明昆
4806,王东,李开平
4807,吕传廷,黎云
4808,吕传廷,吴超
4809,吕传廷,严明昆
4810,吕传廷,李开平
4811,黎云,吴超
4812,黎云,严明昆
4813,黎云,李开平
4814,吴超,严明昆
4815,吴超,李开平
4816,严明昆,李开平
4817,吕传廷,吴超
4818,吕传廷,黄鼎曦
4819,吴超,黄鼎曦
4820,章光日,顾朝林
4821,杨保军,彭小雷
4822,杨保军,赵群毅
4823,杨保军,张菁
4824,彭小雷,赵群毅
4825,彭小雷,张菁
4826,赵群毅,张菁
4827,王国恩,易晓峰
4828,吴缚龙,周岚
4829,扈万泰,宋思曼
4830,汪冬宁,汤小橹
4831,汪冬宁,金晓斌
4832,汪冬宁,周寅康
4833,汤小橹,金晓斌
4834,汤小橹,周寅康
4835,金晓斌,周寅康
4836,赵辉,周易冰
4837,赵辉,徐靖文
4838,周易冰,徐靖文
4839,梁成文,刘威
4840,梁成文,张玉一
4841,刘威,张玉一
4842,吕正华,潘天阳
4843,吕正华,杨涛
4844,吕正华,洪菊华
4845,潘天阳,杨涛
4846,潘天阳,洪菊华
4847,杨涛,洪菊华
4848,魏立华,闫小培
4849,张晓云,李晓
4850,张晓云,殷健
4851,李晓,殷健
4852,赵英魁,张建军
4853,赵英魁,王丽丹
4854,赵英魁,邹莹
4855,赵英魁,李铁鹏
4856,张建军,王丽丹
4857,张建军,邹莹
4858,张建军,李铁鹏
4859,王丽丹,邹莹
4860,王丽丹,李铁鹏
4861,邹莹,李铁鹏
4862,杨斌,刘峥嵘
4863,杨斌,单丹
4864,杨斌,刘世晖
4865,杨斌,赵朋
4866,刘峥嵘,单丹
4867,刘峥嵘,刘世晖
4868,刘峥嵘,赵朋
4869,单丹,刘世晖
4870,单丹,赵朋
4871,刘世晖,赵朋
4872,陈沧杰,游涛
4873,陈沧杰,姜劲松
4874,游涛,姜劲松
4875,陈锦富,于澄
4876,宋伟轩,朱喜钢
4877,宋伟轩,吴启焰
4878,朱喜钢,吴启焰
4879,田银生,谷凯
4880,田银生,陶伟
4881,谷凯,陶伟
4882,李震,杨永春
4883,孙翔,姚燕华
4884,段德罡,黄博燕
4885,段德罡,张晓荣
4886,段德罡,王峰
4887,黄博燕,张晓荣
4888,黄博燕,王峰
4889,张晓荣,王峰
4890,陈海燕,贾倍思
4891,江海燕,周春山
4892,江海燕,肖荣波
4893,周春山,肖荣波
4894,王胜男,李猛
4895,刘涟涟,陆伟
4896,柴宝贵,扈宁
4897,柴宝贵,刘志红
4898,扈宁,刘志红
4899,杨德智,张卫国
4900,杨明俊,林坚
4901,杨明俊,李延成
4902,林坚,李延成
4903,汪坚强,于立
4904,邹鹃彪,吴强
4905,陶伟,岑倩华
4906,胡道生,宗跃光
4907,洪世键,张京祥
4908,王郁,董黎黎
4909,王郁,李烨洁
4910,董黎黎,李烨洁
4911,邓小兵,车乐
4912,陈有川,尹逸娴
4913,陈有川,窦家利
4914,尹逸娴,窦家利
4915,鲁晓军,李建华
4916,鲁晓军,翁一峰
4917,鲁晓军,陶来利
4918,李建华,翁一峰
4919,李建华,陶来利
4920,翁一峰,陶来利
4921,罗彦,何林林
4922,罗彦,朱荣远
4923,何林林,朱荣远
4924,杨介榜,陈前虎
4925,杨介榜,吴一洲
4926,陈前虎,吴一洲
4927,杨一帆,邓东
4928,杨一帆,肖礼军
4929,杨一帆,伍敏
4930,邓东,肖礼军
4931,邓东,伍敏
4932,肖礼军,伍敏
4933,熊国平,王爱军
4934,熊国平,盛楠
4935,熊国平,周梦蝶
4936,熊国平,吴文昕
4937,熊国平,何舒炜
4938,王爱军,盛楠
4939,王爱军,周梦蝶
4940,王爱军,吴文昕
4941,王爱军,何舒炜
4942,盛楠,周梦蝶
4943,盛楠,吴文昕
4944,盛楠,何舒炜
4945,周梦蝶,吴文昕
4946,周梦蝶,何舒炜
4947,吴文昕,何舒炜
4948,张文彤,殷毅
4949,张文彤,姜涛
4950,殷毅,姜涛
4951,舒沐晖,扈万泰
4952,舒沐晖,余颖
4953,扈万泰,余颖
4954,蔡瀛,朱国鸣
4955,赵万民,赵民
4956,赵万民,毛其智
4957,赵民,毛其智
4958,葛丹东,华晨
4959,闫水玉,杨柳
4960,闫水玉,邢忠
4961,杨柳,邢忠
4962,闫水玉,王正
4963,闫水玉,赵珂
4964,王正,赵珂
4965,王正,闫水玉
4966,王正,方瑜
4967,闫水玉,方瑜
4968,翁季,应文
4969,熊璐,王雨松
4970,王波,成受明
4971,王波,程新良
4972,王波,王伯伟
4973,成受明,程新良
4974,成受明,王伯伟
4975,程新良,王伯伟
4976,王雷,吴志强
4977,庞晓媚,周剑云
4978,庞晓媚,戚冬瑾
4979,周剑云,戚冬瑾
4980,赵守谅,陈婷婷
4981,胡畔,谢晖
4982,胡畔,王兴平
4983,谢晖,王兴平
4984,刘奇志,何梅
4985,刘奇志,汪云
4986,刘奇志,朱志兵
4987,何梅,汪云
4988,何梅,朱志兵
4989,汪云,朱志兵
4990,董卫,柴洋波
4991,董卫,王沈玉
4992,董卫,陈沂
4993,柴洋波,王沈玉
4994,柴洋波,陈沂
4995,王沈玉,陈沂
4996,汪芳,朱以才
4997,俞孔坚,刘向军
4998,俞孔坚,凌世红
4999,俞孔坚,边文光
5000,刘向军,凌世红
5001,刘向军,边文光
5002,凌世红,边文光
5003,杨蜀光,余颖
5004,杨蜀光,冉杨
5005,杨蜀光,宋思曼
5006,杨蜀光,邓伟平
5007,杨蜀光,刘胜洪
5008,余颖,冉杨
5009,余颖,宋思曼
5010,余颖,邓伟平
5011,余颖,刘胜洪
5012,冉杨,宋思曼
5013,冉杨,邓伟平
5014,冉杨,刘胜洪
5015,宋思曼,邓伟平
5016,宋思曼,刘胜洪
5017,邓伟平,刘胜洪
5018,彭坤焘,赵民
5019,段进,邱国潮
5020,黄勇,史靖塬
5021,黄勇,汪洋
5022,史靖塬,汪洋
5023,苏欣慰,陈金华
5024,戴德胜,姚迪
5025,徐鑫,于文波
5026,徐鑫,杨育人
5027,于文波,杨育人
5028,黄卫东,张玉娴
5029,刘纲,张哲斌
5030,黄锰,李光皓
5031,黄锰,张伶伶
5032,李光皓,张伶伶
5033,钟海燕,郑长德
5034,钟海燕,殷锋
5035,钟海燕,魏新春
5036,钟海燕,陈颜
5037,郑长德,殷锋
5038,郑长德,魏新春
5039,郑长德,陈颜
5040,殷锋,魏新春
5041,殷锋,陈颜
5042,魏新春,陈颜
5043,段德罡,白宁
5044,段德罡,王瑾
5045,白宁,王瑾
5046,华晨,马倩
5047,徐岚,段德罡
5048,庞磊,杨贵庆
5049,于一凡,李继军
5050,吴晓,王承慧
5051,吴晓,王艳红
5052,王承慧,王艳红
5053,赵文凯,张播
5054,陈峰,刘金玲
5055,陈峰,施仲衡
5056,刘金玲,施仲衡
5057,翟顺河,郭文炯
5058,翟顺河,景普秋
5059,郭文炯,景普秋
5060,张玉民,郑甲苏
5061,丁灵鸽,陈天
5062,丁灵鸽,李磊
5063,陈天,李磊
5064,张翼,吕斌
5065,宋小冬,钮心毅
5066,刘艳军,李诚固
5067,刘艳军,王颖
5068,刘艳军,张婧
5069,李诚固,王颖
5070,李诚固,张婧
5071,王颖,张婧
5072,肖为周,黄富民
5073,吴一洲,陈前虎
5074,吴一洲,邵波
5075,吴一洲,詹敏
5076,陈前虎,邵波
5077,陈前虎,詹敏
5078,邵波,詹敏
5079,宋伟轩,朱喜钢
5080,宋伟轩,吴启焰
5081,朱喜钢,吴启焰
5082,张雪松,卞大伟
5083,张雪松,任颐
5084,卞大伟,任颐
5085,叶茂,过秀成
5086,叶茂,徐吉谦
5087,叶茂,陈永茂
5088,叶茂,罗丽梅
5089,过秀成,徐吉谦
5090,过秀成,陈永茂
5091,过秀成,罗丽梅
5092,徐吉谦,陈永茂
5093,徐吉谦,罗丽梅
5094,陈永茂,罗丽梅
5095,赵文凯,张播
5096,王伟,谢英挺
5097,邓伟骥,陈钦水
5098,邓伟骥,丁明
5099,陈钦水,丁明
5100,林仲煜,胡纹
5101,林仲煜,涂英时
5102,林仲煜,赵文凯
5103,胡纹,涂英时
5104,胡纹,赵文凯
5105,涂英时,赵文凯
5106,任晋锋,吕斌
5107,竺雅莉,王晓鸣
5108,竺雅莉,杨年山
5109,王晓鸣,杨年山
5110,李智,林炳耀
5111,张永仲,白劲宇
5112,苏自立,曹银涛
5113,赵晶晶,李晓松
5114,赵晶晶,郭重阳
5115,赵晶晶,裴亮
5116,赵晶晶,杜鑫
5117,赵晶晶,吴炳方
5118,李晓松,郭重阳
5119,李晓松,裴亮
5120,李晓松,杜鑫
5121,李晓松,吴炳方
5122,郭重阳,裴亮
5123,郭重阳,杜鑫
5124,郭重阳,吴炳方
5125,裴亮,杜鑫
5126,裴亮,吴炳方
5127,杜鑫,吴炳方
5128,周恒,杨猛
5129,张播,赵文凯
5130,周文竹,阳建强
5131,王璐,汪奋强
5132,洪亮平,李保峰
5133,洪亮平,祝宇峰
5134,李保峰,祝宇峰
5135,唐凯,吴建平
5136,陈晨,赵民
5137,杨俊宴,陈雯
5138,王纪武,王炜
5139,戴维,长谷川直树
5140,戴维,铃木博志
5141,长谷川直树,铃木博志
5142,张播,赵文凯
5143,路旭,阴劼
5144,路旭,丁宇
5145,路旭,陈鹏
5146,阴劼,丁宇
5147,阴劼,陈鹏
5148,丁宇,陈鹏
5149,张忠国,吕斌
5150,郭红雨,蔡云楠
5151,郭红雨,肖荣波
5152,郭红雨,彭涛
5153,蔡云楠,肖荣波
5154,蔡云楠,彭涛
5155,肖荣波,彭涛
5156,张杰,禤文昊
5157,唐子来,潘一玲
5158,唐子来,刘学
5159,唐子来,卢源
5160,唐子来,李浩
5161,唐子来,黄富民
5162,唐子来,丁元
5163,唐子来,顾朝林
5164,潘一玲,刘学
5165,潘一玲,卢源
5166,潘一玲,李浩
5167,潘一玲,黄富民
5168,潘一玲,丁元
5169,潘一玲,顾朝林
5170,刘学,卢源
5171,刘学,李浩
5172,刘学,黄富民
5173,刘学,丁元
5174,刘学,顾朝林
5175,卢源,李浩
5176,卢源,黄富民
5177,卢源,丁元
5178,卢源,顾朝林
5179,李浩,黄富民
5180,李浩,丁元
5181,李浩,顾朝林
5182,黄富民,丁元
5183,黄富民,顾朝林
5184,丁元,顾朝林
5185,杨保军,于涛
5186,杨保军,王富海
5187,杨保军,谭纵波
5188,杨保军,陈沧杰
5189,杨保军,王德
5190,杨保军,宋劲松
5191,杨保军,林坚
5192,杨保军,何子张
5193,于涛,王富海
5194,于涛,谭纵波
5195,于涛,陈沧杰
5196,于涛,王德
5197,于涛,宋劲松
5198,于涛,林坚
5199,于涛,何子张
5200,王富海,谭纵波
5201,王富海,陈沧杰
5202,王富海,王德
5203,王富海,宋劲松
5204,王富海,林坚
5205,王富海,何子张
5206,谭纵波,陈沧杰
5207,谭纵波,王德
5208,谭纵波,宋劲松
5209,谭纵波,林坚
5210,谭纵波,何子张
5211,陈沧杰,王德
5212,陈沧杰,宋劲松
5213,陈沧杰,林坚
5214,陈沧杰,何子张
5215,王德,宋劲松
5216,王德,林坚
5217,王德,何子张
5218,宋劲松,林坚
5219,宋劲松,何子张
5220,林坚,何子张
5221,黎夏,叶嘉安
5222,黎夏,刘小平
5223,叶嘉安,刘小平
5224,邹军,朱杰
5225,王建国,王兴平
5226,杨涛,张泉
5227,梁伟,冀永进
5228,梁伟,李海梅
5229,冀永进,李海梅
5230,任绍斌,吴明伟
5231,李立勋,买买提江
5232,王建国,魏羽力
5233,王建国,汪坚强
5234,魏羽力,汪坚强
5235,何仲禹,张杰
5236,朱喜钢,金俭
5237,叶鹏,陈捷
5238,张文君,蒋云志
5239,张文君,李永树
5240,张文君,王卫红
5241,蒋云志,李永树
5242,蒋云志,王卫红
5243,李永树,王卫红
5244,雷诚,范凌云
5245,赵守谅,陈婷婷
5246,杨东峰,毛其智
5247,彭冲,王朝晖
5248,彭冲,孙翔
5249,彭冲,李光旭
5250,王朝晖,孙翔
5251,王朝晖,李光旭
5252,孙翔,李光旭
5253,张波,刘江涛
5254,张波,段磊
5255,刘江涛,段磊
5256,龙瀛,沈振江
5257,龙瀛,毛其智
5258,龙瀛,胡卓伟
5259,沈振江,毛其智
5260,沈振江,胡卓伟
5261,毛其智,胡卓伟
5262,赵之枫,张建
5263,马璇,王红扬
5264,马璇,冯建喜
5265,马璇,冯圆圆
5266,马璇,周扬
